rank,split,image,hardcase_similarity_score,nearest_prototype,nearest_prototype_count,component_count,fg_frac,nearest_bbox_gap,nearest_center_gap,fg_bg_contrast,image_std,roi_std,top_contributors,panel
804,val,3777.png,1.362020,all_hard,24,23,0.032079,0.000000,0.021589,0.388233,0.256671,0.138890,image_mean;bg_mean;fg_mean;image_std,
805,train,1729.png,1.362390,candidate_fixable,7,24,0.009111,0.000000,0.024930,0.195984,0.099496,0.056851,image_mean;bg_mean;nearest_center_gap;layout_cy_median,
806,train,1825.png,1.368976,overmask_low_precision,7,23,0.019602,0.000000,0.018122,0.106988,0.059896,0.058236,layout_width;aspect_median;thin_component_frac;nearest_center_gap,
807,train,1912.png,1.372752,candidate_fixable,7,23,0.009400,0.000000,0.020988,0.120497,0.073067,0.042086,nearest_center_gap;layout_cy_median;image_mean;bg_mean,
808,train,1865.png,1.374165,severe_boundary_shift,6,18,0.041529,0.000000,0.029876,0.139670,0.073505,0.058848,aspect_median;thin_component_frac;bg_mean;image_mean,
809,train,1396.png,1.377868,severe_boundary_shift,6,20,0.042188,0.000000,0.033670,0.129025,0.074179,0.076843,bg_mean;image_mean;compactness_median;component_area_iqr,
810,train,1593.png,1.382380,severe_boundary_shift,6,24,0.061409,0.000000,0.034324,0.477736,0.290430,0.296138,component_area_cv;component_area_median;image_std;component_area_max,
811,val,3732.png,1.387130,underreach_high_precision,4,22,0.014506,0.000000,0.028737,0.424366,0.337687,0.085498,image_mean;bg_mean;fg_mean;image_std,
812,train,12074.png,1.401723,mixed_boundary_bridge,2,25,0.012841,0.000000,0.028143,0.250412,0.227937,0.168789,aspect_median;layout_width;image_mean;bg_mean,
813,train,1469.png,1.402492,mixed_boundary_bridge,2,25,0.028643,0.000000,0.031118,0.132985,0.067096,0.064295,image_mean;bg_mean;thin_component_frac;fg_mean,
814,train,1480.png,1.405213,mixed_boundary_bridge,2,26,0.030897,0.000000,0.024440,0.117422,0.072351,0.072562,image_mean;bg_mean;aspect_median;layout_width,
815,train,6593.png,1.406641,overmask_low_precision,7,22,0.027092,0.000000,0.018830,0.341944,0.201462,0.181028,aspect_median;component_area_cv;image_std;fg_bg_contrast,
816,val,1827.png,1.412232,candidate_shared_failure,6,19,0.028851,0.000000,0.023575,0.146859,0.078137,0.058044,component_area_cv;layout_height;layout_cy_span;layout_cy_median,
817,train,1414.png,1.435787,mixed_boundary_bridge,2,26,0.024313,0.000000,0.028716,0.098110,0.118605,0.073336,image_mean;bg_mean;layout_width;compactness_median,
818,train,10004.png,1.447340,candidate_shared_failure,6,21,0.036431,0.000000,0.029848,0.359841,0.191361,0.195347,fg_mean;image_mean;fg_bg_contrast;bg_mean,
819,train,1424.png,1.455429,mixed_boundary_bridge,2,26,0.034687,0.000000,0.030087,0.150626,0.095618,0.069254,image_mean;bg_mean;aspect_median;perimeter_area_median,
820,train,1466.png,1.462459,severe_boundary_shift,6,19,0.062301,0.000000,0.034644,0.141984,0.088140,0.085770,image_mean;bg_mean;component_area_iqr;fg_mean,
821,val,3249.png,1.463221,mixed_boundary_bridge,2,25,0.020480,0.000000,0.017571,0.289261,0.149588,0.215203,layout_width;nearest_center_gap;aspect_median;perimeter_area_median,
822,train,1479.png,1.476288,mixed_boundary_bridge,2,26,0.029953,0.000000,0.023636,0.125636,0.070114,0.055896,image_mean;bg_mean;nearest_center_gap;compactness_median,
823,train,1526.png,1.481303,mixed_boundary_bridge,2,26,0.028022,0.000000,0.031924,0.123776,0.073328,0.070004,image_mean;bg_mean;fg_mean;perimeter_area_median,
824,train,1936.png,1.481534,candidate_fixable,7,25,0.006880,0.000000,0.019465,0.434613,0.131326,0.179841,nearest_center_gap;layout_height;layout_cy_span;fg_mean,
825,train,14090.png,1.484850,severe_boundary_shift,6,19,0.043818,0.000000,0.027812,0.438058,0.200660,0.208853,compactness_median;component_area_median;component_area_iqr;component_area_cv,
826,train,4199.png,1.488517,overmask_low_precision,7,21,0.030486,0.000000,0.019123,0.407987,0.235539,0.188169,fg_mean;component_area_cv;image_std;compactness_median,
827,train,1405.png,1.501225,severe_boundary_shift,6,21,0.043812,0.000000,0.034585,0.164176,0.100224,0.102465,bg_mean;image_mean;component_area_cv;component_area_max,
828,train,1527.png,1.503045,mixed_boundary_bridge,2,28,0.024377,0.000000,0.022126,0.138447,0.068127,0.071307,image_mean;bg_mean;nearest_center_gap;layout_width,
829,train,1419.png,1.506101,severe_boundary_shift,6,20,0.051982,0.000000,0.029758,0.128056,0.066768,0.067394,bg_mean;image_mean;component_area_iqr;compactness_median,
830,val,1399.png,1.534052,candidate_fixable,7,18,0.007933,0.000000,0.020570,0.385526,0.196193,0.100828,layout_height;layout_cy_span;nearest_center_gap;layout_cy_median,
831,train,1530.png,1.538007,severe_boundary_shift,6,21,0.067394,0.000000,0.035279,0.277100,0.185281,0.158823,compactness_median;image_mean;bg_mean;thin_component_frac,
832,train,1393.png,1.540868,severe_boundary_shift,6,23,0.037829,0.000000,0.024733,0.109501,0.054192,0.064182,bg_mean;image_mean;component_area_max;component_area_cv,
833,train,1471.png,1.561335,mixed_boundary_bridge,2,26,0.032172,0.000000,0.026255,0.148215,0.072371,0.071827,image_mean;bg_mean;compactness_median;fg_mean,
834,train,1482.png,1.566052,mixed_boundary_bridge,2,25,0.018914,0.000000,0.028343,0.139211,0.081317,0.075215,image_mean;bg_mean;fg_mean;layout_width,
835,train,13780.png,1.568952,candidate_fixable,7,25,0.005212,0.000000,0.024135,0.366140,0.135457,0.158691,layout_cy_median;thin_component_frac;nearest_center_gap;layout_width,
836,val,1884.png,1.571121,candidate_fixable,7,19,0.005267,0.000000,0.020118,0.180694,0.115900,0.036049,layout_cy_median;nearest_center_gap;layout_height;layout_cy_span,
837,train,1507.png,1.582476,mixed_boundary_bridge,2,27,0.026438,0.000000,0.028942,0.098476,0.059009,0.057527,image_mean;bg_mean;fg_mean;layout_cy_median,
838,train,1460.png,1.603297,mixed_boundary_bridge,2,26,0.026239,0.000000,0.027899,0.145930,0.092110,0.081520,image_mean;bg_mean;layout_width;fg_mean,
839,train,1426.png,1.604395,mixed_boundary_bridge,2,24,0.011172,0.000000,0.025816,0.126452,0.062144,0.067379,image_mean;bg_mean;thin_component_frac;layout_width,
840,train,1462.png,1.616520,mixed_boundary_bridge,2,26,0.045031,0.000000,0.030527,0.114256,0.078311,0.071190,image_mean;bg_mean;perimeter_area_median;aspect_median,
841,train,3214.png,1.617481,underreach_high_precision,4,19,0.039271,0.000000,0.065195,0.089873,0.080710,0.032793,nearest_center_gap;component_area_iqr;component_count;boundary_fg_ratio,
842,train,1425.png,1.622933,severe_boundary_shift,6,23,0.055449,0.000000,0.032989,0.102424,0.059570,0.061290,bg_mean;image_mean;aspect_median;fg_mean,
843,train,1478.png,1.643578,mixed_boundary_bridge,2,24,0.039744,0.000000,0.032744,0.134665,0.072528,0.066359,image_mean;bg_mean;thin_component_frac;compactness_median,
844,val,4193.png,1.644856,candidate_fixable,7,25,0.010350,0.000000,0.022151,0.336716,0.178651,0.263046,layout_height;layout_cy_span;nearest_center_gap;layout_width,
845,train,1486.png,1.655615,severe_boundary_shift,6,25,0.045738,0.000000,0.029879,0.143452,0.091355,0.075875,image_mean;bg_mean;component_area_max;component_area_cv,
846,train,1453.png,1.666681,severe_boundary_shift,6,24,0.060069,0.000000,0.031757,0.122671,0.081528,0.074160,image_mean;bg_mean;component_area_cv;component_area_max,
847,train,1546.png,1.693093,under_separated_bridge,6,25,0.044002,0.000000,0.028480,0.115086,0.069136,0.062588,image_mean;bg_mean;fg_mean;component_area_median,
848,train,1570.png,1.711125,severe_boundary_shift,6,24,0.047616,0.000000,0.034215,0.097784,0.058080,0.058333,bg_mean;image_mean;component_area_cv;component_area_max,
849,train,1493.png,1.729079,mixed_boundary_bridge,2,27,0.039940,0.000000,0.028279,0.144142,0.077717,0.068952,image_mean;bg_mean;fg_mean;layout_cy_median,
850,train,1470.png,1.736098,mixed_boundary_bridge,2,27,0.042578,0.000000,0.029217,0.130533,0.075171,0.063201,image_mean;bg_mean;fg_mean;perimeter_area_median,
851,train,1434.png,1.747917,mixed_boundary_bridge,2,27,0.020826,0.000000,0.024111,0.129462,0.079204,0.061189,image_mean;bg_mean;layout_width;aspect_median,
852,train,5374.png,1.755984,candidate_fixable,7,22,0.005240,0.000000,0.024048,0.189667,0.232122,0.131777,perimeter_area_median;layout_height;layout_cy_span;aspect_median,
853,train,1491.png,1.765304,mixed_boundary_bridge,2,25,0.010999,0.000000,0.025542,0.134576,0.075716,0.061802,image_mean;bg_mean;thin_component_frac;layout_width,
854,train,2178.png,1.773763,underreach_high_precision,4,16,0.006611,0.000000,0.051196,0.038614,0.045277,0.022157,boundary_fg_ratio;perimeter_area_median;nearest_center_gap;component_count,
855,train,1549.png,1.780348,severe_boundary_shift,6,24,0.037465,0.000000,0.028394,0.132536,0.076577,0.062858,bg_mean;image_mean;fg_mean;component_area_max,
856,train,1543.png,1.783766,mixed_boundary_bridge,2,27,0.046404,0.000000,0.029583,0.114048,0.069437,0.060562,image_mean;bg_mean;component_area_iqr;perimeter_area_median,
857,train,1499.png,1.790353,mixed_boundary_bridge,2,27,0.033936,0.000000,0.028166,0.153755,0.085008,0.073411,image_mean;bg_mean;layout_cy_median;fg_mean,
858,train,1394.png,1.792901,mixed_boundary_bridge,2,23,0.020579,0.000000,0.025068,0.106822,0.077159,0.053916,image_mean;bg_mean;layout_width;aspect_median,
859,train,1483.png,1.801784,severe_boundary_shift,6,25,0.051444,0.000000,0.027176,0.121221,0.073976,0.062965,image_mean;bg_mean;component_area_cv;component_area_max,
860,train,1457.png,1.803365,mixed_boundary_bridge,2,23,0.037125,0.000000,0.023639,0.150727,0.099384,0.058262,image_mean;bg_mean;aspect_median;layout_width,
861,train,3633.png,1.820722,candidate_fixable,7,26,0.005949,0.000000,0.013231,0.215901,0.081577,0.026752,nearest_center_gap;layout_height;layout_cy_span;layout_width,
862,train,1440.png,1.820981,mixed_boundary_bridge,2,22,0.009384,0.000000,0.026663,0.121200,0.082405,0.064608,image_mean;bg_mean;layout_width;thin_component_frac,
863,train,1432.png,1.843524,mixed_boundary_bridge,2,23,0.032561,0.000000,0.023708,0.236855,0.119153,0.087299,image_mean;bg_mean;layout_width;fg_mean,
864,train,1485.png,1.844608,severe_boundary_shift,6,22,0.046643,0.000000,0.026063,0.161823,0.107085,0.074139,image_mean;bg_mean;aspect_median;component_area_max,
865,val,1560.png,1.863046,mixed_boundary_bridge,2,27,0.014925,0.000000,0.020595,0.179903,0.088652,0.063570,image_mean;bg_mean;nearest_center_gap;layout_width,
866,train,1557.png,1.882193,severe_boundary_shift,6,24,0.048125,0.000000,0.029488,0.129910,0.087534,0.066884,image_mean;bg_mean;component_area_max;component_area_cv,
867,train,1446.png,1.898553,mixed_boundary_bridge,2,24,0.040667,0.000000,0.029325,0.115421,0.081871,0.059172,image_mean;bg_mean;aspect_median;fg_mean,
868,train,1423.png,1.902881,mixed_boundary_bridge,2,25,0.036727,0.000000,0.028315,0.136510,0.082398,0.072643,image_mean;bg_mean;thin_component_frac;component_area_min,
869,train,1467.png,1.908980,mixed_boundary_bridge,2,24,0.010692,0.000000,0.026220,0.176893,0.086335,0.058473,image_mean;bg_mean;layout_width;thin_component_frac,
870,train,1565.png,1.922412,mixed_boundary_bridge,2,22,0.012735,0.000000,0.026242,0.172688,0.097732,0.052712,image_mean;bg_mean;layout_width;layout_cy_median,
871,train,1448.png,1.925705,mixed_boundary_bridge,2,24,0.021036,0.000000,0.025009,0.155765,0.104822,0.054993,image_mean;bg_mean;layout_width;fg_mean,
872,train,1476.png,1.938325,mixed_boundary_bridge,2,26,0.024054,0.000000,0.019466,0.190333,0.095128,0.059778,image_mean;bg_mean;layout_width;nearest_center_gap,
873,train,1409.png,1.944435,severe_boundary_shift,6,21,0.060535,0.000000,0.048652,0.089693,0.056999,0.059248,bg_mean;image_mean;nearest_center_gap;component_area_median,
874,train,2175.png,1.947178,underreach_high_precision,4,10,0.003041,0.000000,0.037625,0.408845,0.274498,0.061191,component_count;layout_height;layout_cy_span;perimeter_area_median,
875,train,1416.png,1.957653,severe_boundary_shift,6,20,0.049999,0.000000,0.028714,0.104244,0.084265,0.062531,image_mean;bg_mean;fg_mean;layout_cy_median,
876,train,1672.png,1.958119,candidate_fixable,7,7,0.002541,0.000000,0.030322,0.189274,0.114672,0.050740,component_count;layout_height;layout_cy_span;image_mean,
877,train,1427.png,1.971237,severe_boundary_shift,6,22,0.050023,0.000000,0.033625,0.110707,0.064734,0.062380,image_mean;bg_mean;component_area_max;component_area_cv,
878,train,1412.png,1.982039,severe_boundary_shift,6,16,0.039901,0.000000,0.058585,0.143211,0.076429,0.080941,nearest_center_gap;bg_mean;image_mean;component_area_iqr,
879,train,1379.png,2.003142,mixed_boundary_bridge,2,26,0.024674,0.000000,0.024475,0.145710,0.129571,0.071490,image_mean;bg_mean;fg_mean;layout_width,
880,train,1431.png,2.020541,mixed_boundary_bridge,2,21,0.007797,0.000000,0.025067,0.168172,0.134104,0.051642,image_mean;bg_mean;thin_component_frac;layout_height,
881,train,1444.png,2.032309,severe_boundary_shift,6,23,0.036091,0.000000,0.024144,0.165960,0.106414,0.061592,image_mean;bg_mean;fg_mean;component_area_max,
882,train,3825.png,2.032336,candidate_fixable,7,24,0.004567,0.000000,0.012911,0.239285,0.088716,0.024815,nearest_center_gap;layout_height;layout_cy_span;thin_component_frac,
883,train,1395.png,2.082024,mixed_boundary_bridge,2,25,0.042382,0.000000,0.029578,0.090285,0.062165,0.056356,image_mean;bg_mean;fg_mean;component_area_min,
884,train,1404.png,2.096072,severe_boundary_shift,6,20,0.064090,0.000000,0.031328,0.137885,0.089408,0.073385,image_mean;bg_mean;component_area_max;fg_mean,
885,train,1538.png,2.106538,mixed_boundary_bridge,2,27,0.053178,0.000000,0.037725,0.155918,0.090412,0.076361,image_mean;bg_mean;component_area_median;thin_component_frac,
886,train,1840.png,2.254348,candidate_fixable,7,9,0.001813,0.000000,0.026221,0.108871,0.057865,0.034282,layout_height;layout_cy_span;component_count;layout_cy_median,
887,train,1402.png,2.277546,mixed_boundary_bridge,2,19,0.006706,0.000000,0.023405,0.165961,0.078858,0.042772,image_mean;bg_mean;layout_width;thin_component_frac,
888,train,1455.png,2.288545,mixed_boundary_bridge,2,19,0.005116,0.000000,0.028344,0.138479,0.093395,0.047898,image_mean;bg_mean;layout_width;thin_component_frac,
889,train,1451.png,2.297172,mixed_boundary_bridge,2,26,0.016868,0.000000,0.020709,0.240461,0.134483,0.055290,image_mean;bg_mean;layout_width;aspect_median,
890,train,1430.png,2.333942,mixed_boundary_bridge,2,47,0.057340,0.000000,0.027371,0.098499,0.064926,0.063835,component_count;image_mean;bg_mean;layout_cy_median,
891,val,1418.png,2.574677,candidate_fixable,7,16,0.005393,0.000000,0.026981,0.214650,0.104750,0.040263,layout_cy_median;image_mean;bg_mean;layout_width,
892,train,1677.png,2.694901,mixed_boundary_bridge,2,24,0.008418,0.000000,0.018277,0.169464,0.225183,0.057298,image_mean;bg_mean;layout_width;nearest_center_gap,
893,train,11152.png,3.139545,severe_boundary_shift,6,7,0.027888,0.000000,0.074994,0.407890,0.241254,0.218421,nearest_center_gap;component_area_min;component_count;component_area_iqr,
894,train,12905.png,3.194931,severe_boundary_shift,6,9,0.035097,0.000000,0.050500,0.415778,0.179753,0.172082,component_area_min;layout_cy_median;component_area_median;nearest_center_gap,
895,train,1683.png,3.343104,candidate_fixable,7,2,0.001006,0.000000,0.031026,0.164740,0.071679,0.027909,layout_cy_median;layout_height;layout_cy_span;component_count,
896,val,2246.png,3.838116,severe_boundary_shift,6,5,0.017374,0.000000,0.043087,0.085563,0.049976,0.019917,component_area_min;layout_height;layout_cy_span;layout_cy_median,
897,train,6079.png,8.522376,severe_boundary_shift,6,3,0.023417,0.000000,0.083875,0.439431,0.211354,0.125024,component_area_median;component_area_min;nearest_center_gap;layout_height,
898,train,1711.png,50.647968,severe_boundary_shift,6,26,0.009641,0.000389,0.020663,0.185515,0.094257,0.051922,nearest_bbox_gap;component_area_max;thin_component_frac;component_area_cv,
899,train,1643.png,63.646190,severe_boundary_shift,6,21,0.013915,0.000489,0.026480,0.203156,0.126010,0.097112,nearest_bbox_gap;component_area_max;component_area_iqr;thin_component_frac,
900,train,1832.png,63.648939,severe_boundary_shift,6,22,0.011950,0.000489,0.024907,0.241655,0.145392,0.070553,nearest_bbox_gap;component_area_max;component_area_iqr;component_area_min,
901,train,1385.png,63.659044,severe_boundary_shift,6,17,0.006520,0.000489,0.024799,0.222575,0.133165,0.108099,nearest_bbox_gap;component_area_max;thin_component_frac;component_area_iqr,
902,train,6413.png,72.611772,severe_boundary_shift,6,23,0.005547,0.000558,0.022766,0.334777,0.180483,0.153744,nearest_bbox_gap;thin_component_frac;component_area_max;boundary_fg_ratio,
903,train,12755.png,113.496067,severe_boundary_shift,6,22,0.012541,0.000873,0.034969,0.283947,0.182992,0.164115,nearest_bbox_gap;perimeter_area_median;component_area_max;boundary_fg_ratio,
904,train,13097.png,115.405380,severe_boundary_shift,6,25,0.021436,0.000887,0.034853,0.307878,0.210029,0.187164,nearest_bbox_gap;component_area_max;perimeter_area_median;boundary_fg_ratio,
905,train,14376.png,116.138419,severe_boundary_shift,6,23,0.008670,0.000893,0.029314,0.297521,0.156151,0.161189,nearest_bbox_gap;perimeter_area_median;boundary_fg_ratio;component_area_max,
906,train,1429.png,127.272967,severe_boundary_shift,6,22,0.011630,0.000978,0.029795,0.236899,0.137982,0.057602,nearest_bbox_gap;bg_mean;image_mean;component_area_max,
907,val,1522.png,127.276586,severe_boundary_shift,6,19,0.004036,0.000978,0.026784,0.199267,0.107475,0.048959,nearest_bbox_gap;thin_component_frac;component_area_max;boundary_fg_ratio,
908,train,1663.png,151.822899,severe_boundary_shift,6,24,0.009485,0.001167,0.024038,0.232437,0.105549,0.103595,nearest_bbox_gap;thin_component_frac;component_area_max;component_area_iqr,
909,train,4189.png,158.610611,severe_boundary_shift,6,24,0.010785,0.001220,0.023887,0.267495,0.148007,0.208201,nearest_bbox_gap;component_area_max;component_area_cv;layout_cy_median,
910,train,1616.png,190.883186,severe_boundary_shift,6,24,0.012343,0.001468,0.027023,0.161134,0.114718,0.075179,nearest_bbox_gap;component_area_max;thin_component_frac;component_area_min,
911,train,1441.png,190.884728,severe_boundary_shift,6,23,0.009763,0.001468,0.028303,0.082611,0.099443,0.083734,nearest_bbox_gap;component_area_max;bg_mean;image_mean,
912,train,1605.png,190.888615,severe_boundary_shift,6,16,0.004474,0.001468,0.025936,0.179427,0.074556,0.049548,nearest_bbox_gap;thin_component_frac;component_area_max;component_area_iqr,
913,val,1590.png,190.890999,severe_boundary_shift,6,21,0.005521,0.001468,0.023116,0.618016,0.187761,0.253599,nearest_bbox_gap;thin_component_frac;component_area_max;perimeter_area_median,
914,train,15436.png,197.350303,severe_boundary_shift,6,23,0.014432,0.001517,0.037080,0.301660,0.203400,0.179955,nearest_bbox_gap;component_area_max;component_area_cv;component_area_iqr,
915,train,1390.png,202.424228,severe_boundary_shift,6,15,0.039124,0.001556,0.070690,0.141701,0.077809,0.079369,nearest_bbox_gap;nearest_center_gap;bg_mean;image_mean,
916,train,3477.png,223.280472,severe_boundary_shift,6,4,0.001512,0.001717,0.036999,0.096250,0.085978,0.011244,nearest_bbox_gap;component_count;boundary_fg_ratio;layout_height,
917,train,3104.png,234.754890,severe_boundary_shift,6,23,0.012302,0.001805,0.030476,0.044732,0.053834,0.029880,nearest_bbox_gap;boundary_fg_ratio;component_area_max;perimeter_area_median,
918,train,11023.png,248.429735,severe_boundary_shift,6,23,0.022431,0.001910,0.046289,0.314883,0.203680,0.212113,nearest_bbox_gap;component_area_max;nearest_center_gap;bg_mean,
919,train,1428.png,254.511818,severe_boundary_shift,6,20,0.006686,0.001957,0.026897,0.101346,0.065081,0.053238,nearest_bbox_gap;bg_mean;image_mean;thin_component_frac,
920,train,11383.png,279.084164,severe_boundary_shift,6,22,0.009109,0.002146,0.024304,0.282649,0.144600,0.144970,nearest_bbox_gap;perimeter_area_median;thin_component_frac;component_area_max,
921,train,3590.png,282.412597,severe_boundary_shift,6,22,0.020436,0.002172,0.037274,0.043694,0.063555,0.030275,nearest_bbox_gap;boundary_fg_ratio;component_area_max;component_area_cv,
922,train,2145.png,288.684480,severe_boundary_shift,6,22,0.012568,0.002220,0.030875,0.086169,0.101742,0.022939,nearest_bbox_gap;perimeter_area_median;boundary_fg_ratio;component_area_max,
923,val,2709.png,314.514551,severe_boundary_shift,6,23,0.013232,0.002418,0.039313,0.082861,0.107158,0.027240,nearest_bbox_gap;boundary_fg_ratio;perimeter_area_median;component_area_max,
924,train,13698.png,320.847905,severe_boundary_shift,6,22,0.017777,0.002467,0.040680,0.351995,0.202468,0.184136,nearest_bbox_gap;component_area_max;perimeter_area_median;component_area_min,
925,train,15020.png,322.707533,severe_boundary_shift,6,24,0.013763,0.002481,0.033809,0.318451,0.157692,0.167863,nearest_bbox_gap;perimeter_area_median;component_area_max;boundary_fg_ratio,
926,val,5825.png,327.033551,severe_boundary_shift,6,24,0.018953,0.002515,0.041860,0.338457,0.196016,0.183287,nearest_bbox_gap;component_area_max;component_area_min;perimeter_area_median,
927,train,2322.png,330.643058,severe_boundary_shift,6,14,0.005166,0.002542,0.024395,0.053298,0.041357,0.022382,nearest_bbox_gap;boundary_fg_ratio;perimeter_area_median;component_area_max,
928,train,3061.png,337.505303,severe_boundary_shift,6,22,0.009825,0.002595,0.027666,0.035103,0.063007,0.029800,nearest_bbox_gap;boundary_fg_ratio;component_area_max;perimeter_area_median,
929,train,14264.png,366.082805,severe_boundary_shift,6,23,0.010160,0.002815,0.030032,0.395124,0.160561,0.199264,nearest_bbox_gap;thin_component_frac;component_area_max;perimeter_area_median,
930,train,3055.png,370.167201,severe_boundary_shift,6,22,0.007411,0.002846,0.028085,0.046093,0.036075,0.029736,nearest_bbox_gap;boundary_fg_ratio;perimeter_area_median;component_area_max,
931,train,11142.png,372.103393,severe_boundary_shift,6,24,0.015780,0.002861,0.028165,0.260044,0.166622,0.150556,nearest_bbox_gap;component_area_max;perimeter_area_median;thin_component_frac,
932,train,7436.png,419.515810,severe_boundary_shift,6,21,0.012667,0.003226,0.031299,0.265361,0.181979,0.158047,nearest_bbox_gap;perimeter_area_median;component_area_max;boundary_fg_ratio,
933,train,15118.png,423.615318,severe_boundary_shift,6,22,0.014187,0.003257,0.036065,0.338498,0.156055,0.167947,nearest_bbox_gap;component_area_max;perimeter_area_median;component_area_min,
934,train,5526.png,429.563065,severe_boundary_shift,6,23,0.011026,0.003303,0.034995,0.357824,0.192012,0.195754,nearest_bbox_gap;perimeter_area_median;component_area_max;boundary_fg_ratio,
935,val,6503.png,441.970418,severe_boundary_shift,6,22,0.012356,0.003398,0.036832,0.340535,0.177268,0.174928,nearest_bbox_gap;component_area_max;perimeter_area_median;component_area_min,
936,train,1555.png,445.377869,severe_boundary_shift,6,18,0.004412,0.003425,0.030844,0.257182,0.152044,0.108732,nearest_bbox_gap;thin_component_frac;component_area_max;component_area_cv,
937,train,1702.png,455.430203,severe_boundary_shift,6,22,0.004329,0.003502,0.020144,0.244143,0.092374,0.053930,nearest_bbox_gap;thin_component_frac;component_area_max;layout_width,
938,train,14635.png,470.512594,severe_boundary_shift,6,23,0.014797,0.003618,0.035025,0.211958,0.162144,0.131710,nearest_bbox_gap;component_area_max;perimeter_area_median;boundary_fg_ratio,
939,train,14700.png,481.220094,severe_boundary_shift,6,23,0.012110,0.003700,0.034486,0.286409,0.161229,0.154191,nearest_bbox_gap;perimeter_area_median;component_area_max;boundary_fg_ratio,
940,train,15361.png,487.442182,severe_boundary_shift,6,24,0.019103,0.003748,0.040024,0.297480,0.193193,0.176461,nearest_bbox_gap;component_area_max;bg_mean;image_mean,
941,train,2146.png,509.001875,severe_boundary_shift,6,15,0.006713,0.003914,0.025253,0.231841,0.130837,0.042719,nearest_bbox_gap;layout_width;component_area_max;aspect_median,
942,train,1473.png,509.009311,severe_boundary_shift,6,3,0.001143,0.003914,0.034610,0.215497,0.109420,0.012116,nearest_bbox_gap;layout_height;layout_cy_span;component_count,
943,train,8859.png,515.046910,severe_boundary_shift,6,23,0.013391,0.003960,0.032505,0.223310,0.162903,0.137587,nearest_bbox_gap;component_area_max;component_area_cv;perimeter_area_median,
944,train,13125.png,517.301452,severe_boundary_shift,6,24,0.012869,0.003978,0.031650,0.340447,0.209466,0.218585,nearest_bbox_gap;component_area_max;boundary_fg_ratio;component_area_cv,
945,train,9149.png,547.192653,severe_boundary_shift,6,23,0.011680,0.004208,0.033680,0.257823,0.183791,0.162482,nearest_bbox_gap;component_area_max;boundary_fg_ratio;perimeter_area_median,
946,train,1772.png,572.625701,severe_boundary_shift,6,23,0.006600,0.004403,0.025075,0.118270,0.122738,0.062556,nearest_bbox_gap;thin_component_frac;component_area_max;component_area_iqr,
947,train,2194.png,572.625760,severe_boundary_shift,6,23,0.007617,0.004403,0.023831,0.306656,0.167000,0.210494,nearest_bbox_gap;thin_component_frac;component_area_max;layout_width,
948,train,1454.png,572.629544,severe_boundary_shift,6,15,0.003022,0.004403,0.025923,0.200047,0.117486,0.038761,nearest_bbox_gap;thin_component_frac;bg_mean;image_mean,
949,val,1518.png,572.633006,severe_boundary_shift,6,2,0.000964,0.004403,0.033257,0.201154,0.097690,0.008914,nearest_bbox_gap;layout_height;layout_cy_span;component_count,
950,val,13220.png,587.573325,severe_boundary_shift,6,22,0.008862,0.004518,0.033099,0.329956,0.157262,0.175141,nearest_bbox_gap;thin_component_frac;component_area_max;boundary_fg_ratio,
951,train,14924.png,604.880710,severe_boundary_shift,6,24,0.014263,0.004651,0.035127,0.299104,0.181833,0.187514,nearest_bbox_gap;component_area_max;perimeter_area_median;bg_mean,
952,train,1501.png,636.253102,severe_boundary_shift,6,17,0.002696,0.004892,0.026835,0.166992,0.094061,0.043732,nearest_bbox_gap;bg_mean;thin_component_frac;image_mean,
953,train,12974.png,682.075715,severe_boundary_shift,6,23,0.014408,0.005245,0.034689,0.251855,0.168075,0.151172,nearest_bbox_gap;component_area_max;boundary_fg_ratio;component_area_cv,
954,train,11355.png,688.611370,severe_boundary_shift,6,23,0.014680,0.005295,0.030170,0.317204,0.177981,0.164487,nearest_bbox_gap;component_area_max;thin_component_frac;aspect_median,
955,train,2808.png,700.131393,severe_boundary_shift,6,23,0.022273,0.005384,0.054694,0.039320,0.040762,0.023184,nearest_bbox_gap;boundary_fg_ratio;nearest_center_gap;perimeter_area_median,
956,train,2202.png,700.698180,severe_boundary_shift,6,18,0.010644,0.005388,0.033442,0.038032,0.066950,0.027892,nearest_bbox_gap;perimeter_area_median;boundary_fg_ratio;thin_component_frac,
957,train,12837.png,784.778599,severe_boundary_shift,6,24,0.013762,0.006034,0.037504,0.334861,0.201554,0.196299,nearest_bbox_gap;component_area_max;perimeter_area_median;boundary_fg_ratio,
958,train,5886.png,786.813107,severe_boundary_shift,6,24,0.016898,0.006050,0.033166,0.224578,0.176854,0.146124,nearest_bbox_gap;component_area_max;boundary_fg_ratio;perimeter_area_median,
959,train,4194.png,820.499785,severe_boundary_shift,6,22,0.010022,0.006309,0.030447,0.100758,0.109070,0.022860,nearest_bbox_gap;perimeter_area_median;boundary_fg_ratio;component_area_max,
960,train,1445.png,827.125434,severe_boundary_shift,6,8,0.002398,0.006360,0.044184,0.228808,0.105545,0.048571,nearest_bbox_gap;bg_mean;image_mean;layout_cy_median,
961,train,14430.png,833.647843,severe_boundary_shift,6,22,0.010549,0.006410,0.028688,0.205403,0.299081,0.170644,nearest_bbox_gap;thin_component_frac;perimeter_area_median;boundary_fg_ratio,
